73	44	134	148	80	123	127	162	192	24	109	143	125	174	186	122	
68	72	142	170	11	150	172	126	181	48	141	159	155	149	177	136	
70	83	145	169	36	152	167	111	159	41	150	160	151	142	163	132	
80	60	141	164	55	123	142	145	192	39	118	144	135	162	185	131	
84	67	148	161	47	130	130	145	174	22	121	147	128	162	172	122	
75	73	143	156	5	138	137	126	153	22	135	152	132	149	159	122	
